Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2019,Garfield,WA,Passenger,1,1,2,1299,1301,0.15
June 30 2019,Grant,WA,Passenger,41,61,102,64727,64829,0.16
June 30 2019,Grant,WA,Truck,0,0,0,26639,26639,0.00
June 30 2019,Grays Harbor,WA,Truck,0,0,0,20459,20459,0.00
June 30 2019,Grays Harbor,WA,Passenger,73,85,158,47933,48091,0.33
June 30 2019,Island,WA,Passenger,315,240,555,63431,63986,0.87
June 30 2019,Island,WA,Truck,0,0,0,21272,21272,0.00
June 30 2019,Jefferson,WA,Passenger,197,119,316,25016,25332,1.25
June 30 2019,Jefferson,WA,Truck,0,0,0,9670,9670,0.00
June 30 2019,King,WA,Passenger,19089,7022,26111,1389722,1415833,1.84
June 30 2019,King,WA,Truck,5,1,6,182132,182138,0.00
June 30 2019,Kitsap,WA,Truck,1,0,1,54126,54127,0.00
June 30 2019,Kitsap,WA,Passenger,1050,608,1658,180913,182571,0.91
June 30 2019,Kittitas,WA,Truck,0,0,0,14422,14422,0.00
June 30 2019,Kittitas,WA,Passenger,81,38,119,29613,29732,0.40
June 30 2019,Klickitat,WA,Passenger,35,32,67,15560,15627,0.43
June 30 2019,Klickitat,WA,Truck,0,0,0,8253,8253,0.00
June 30 2019,Lewis,WA,Passenger,99,92,191,59129,59320,0.32
June 30 2019,Lewis,WA,Truck,0,0,0,25957,25957,0.00
June 30 2019,Lincoln,WA,Passenger,2,8,10,7782,7792,0.13
June 30 2019,Lincoln,WA,Truck,0,0,0,4674,4674,0.00
June 30 2019,Mason,WA,Passenger,124,118,242,47207,47449,0.51
June 30 2019,Mason,WA,Truck,0,0,0,20360,20360,0.00
June 30 2019,Okanogan,WA,Passenger,22,25,47,26082,26129,0.18
June 30 2019,Okanogan,WA,Truck,0,0,0,16488,16488,0.00
June 30 2019,Pacific,WA,Truck,0,0,0,7656,7656,0.00
June 30 2019,Pacific,WA,Passenger,25,29,54,15979,16033,0.34
June 30 2019,Pend Oreille,WA,Truck,0,0,0,5730,5730,0.00
June 30 2019,Pend Oreille,WA,Passenger,4,5,9,9534,9543,0.09
June 30 2019,Pierce,WA,Passenger,1808,1555,3363,543365,546728,0.62
June 30 2019,Pierce,WA,Truck,0,0,0,139850,139850,0.00
June 30 2019,San Juan,WA,Truck,0,0,0,5870,5870,0.00
June 30 2019,San Juan,WA,Passenger,212,72,284,14411,14695,1.93
June 30 2019,Skagit,WA,Passenger,298,200,498,91965,92463,0.54
June 30 2019,Skagit,WA,Truck,1,0,1,32453,32454,0.00
June 30 2019,Skamania,WA,Passenger,23,18,41,8728,8769,0.47
June 30 2019,Skamania,WA,Truck,0,0,0,4064,4064,0.00
June 30 2019,Snohomish,WA,Passenger,3478,1596,5074,531671,536745,0.95
June 30 2019,Snohomish,WA,Truck,0,0,0,122402,122402,0.00
June 30 2019,Spokane,WA,Passenger,539,431,970,311898,312868,0.31
June 30 2019,Spokane,WA,Truck,1,0,1,94890,94891,0.00
June 30 2019,Stevens,WA,Truck,0,0,0,18659,18659,0.00
June 30 2019,Stevens,WA,Passenger,19,31,50,31696,31746,0.16
June 30 2019,Thurston,WA,Passenger,876,640,1516,197826,199342,0.76
June 30 2019,Thurston,WA,Truck,0,0,0,55151,55151,0.00
June 30 2019,Wahkiakum,WA,Truck,0,0,0,1757,1757,0.00
June 30 2019,Wahkiakum,WA,Passenger,2,2,4,3010,3014,0.13
June 30 2019,Walla Walla,WA,Passenger,49,61,110,36205,36315,0.30
June 30 2019,Walla Walla,WA,Truck,0,0,0,13598,13598,0.00
June 30 2019,Whatcom,WA,Passenger,856,428,1284,150766,152050,0.84
June 30 2019,Whatcom,WA,Truck,2,0,2,42925,42927,0.00
June 30 2019,Whitman,WA,Truck,0,0,0,8589,8589,0.00
June 30 2019,Whitman,WA,Passenger,31,46,77,22733,22810,0.34
June 30 2019,Yakima,WA,Passenger,105,104,209,165174,165383,0.13
June 30 2019,Yakima,WA,Truck,0,0,0,59142,59142,0.00
June 30 2019,,,Passenger,2,0,2,304,306,0.65
July 31 2019,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
July 31 2019,Juneau,AK,Passenger,0,2,2,30,32,6.25
July 31 2019,Dale,AL,Passenger,0,1,1,61,62,1.61
July 31 2019,Montgomery,AL,Passenger,0,1,1,41,42,2.38
July 31 2019,Cochise,AZ,Passenger,0,1,1,117,118,0.85
July 31 2019,Maricopa,AZ,Passenger,7,5,12,1420,1432,0.84
July 31 2019,Pima,AZ,Passenger,0,1,1,379,380,0.26
July 31 2019,Pinal,AZ,Passenger,2,0,2,172,174,1.15
July 31 2019,Alameda,CA,Passenger,4,2,6,294,300,2.00
July 31 2019,Contra Costa,CA,Passenger,2,2,4,405,409,0.98
July 31 2019,Fresno,CA,Passenger,1,0,1,195,196,0.51
July 31 2019,Kern,CA,Passenger,0,1,1,221,222,0.45
July 31 2019,Los Angeles,CA,Passenger,7,5,12,1086,1098,1.09
July 31 2019,Orange,CA,Passenger,5,1,6,514,520,1.15
July 31 2019,Riverside,CA,Passenger,2,2,4,636,640,0.62
July 31 2019,San Diego,CA,Passenger,11,3,14,2752,2766,0.51
July 31 2019,San Francisco,CA,Passenger,2,1,3,100,103,2.91
July 31 2019,San Mateo,CA,Passenger,2,1,3,118,121,2.48
July 31 2019,Santa Clara,CA,Passenger,3,2,5,355,360,1.39
July 31 2019,Santa Cruz,CA,Passenger,1,0,1,39,40,2.50
July 31 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
July 31 2019,Solano,CA,Passenger,1,0,1,217,218,0.46
July 31 2019,Tuolumne,CA,Passenger,0,1,1,10,11,9.09
July 31 2019,Ventura,CA,Passenger,0,2,2,311,313,0.64
July 31 2019,Denver,CO,Passenger,1,0,1,127,128,0.78
July 31 2019,El Paso,CO,Passenger,2,1,3,723,726,0.41
July 31 2019,Jefferson,CO,Passenger,0,2,2,60,62,3.23
July 31 2019,Larimer,CO,Passenger,1,0,1,54,55,1.82
July 31 2019,New Haven,CT,Passenger,0,2,2,47,49,4.08
July 31 2019,New London,CT,Passenger,0,2,2,259,261,0.77
July 31 2019,District of Columbia,DC,Passenger,1,3,4,209,213,1.88
July 31 2019,Brevard,FL,Passenger,0,1,1,76,77,1.30
July 31 2019,Broward,FL,Passenger,1,1,2,122,124,1.61
July 31 2019,Clay,FL,Passenger,0,1,1,85,86,1.16
July 31 2019,Duval,FL,Passenger,1,1,2,366,368,0.54
July 31 2019,Lake,FL,Passenger,1,0,1,15,16,6.25
July 31 2019,Manatee,FL,Passenger,1,0,1,30,31,3.23
July 31 2019,Osceola,FL,Passenger,1,0,1,39,40,2.50
July 31 2019,Palm Beach,FL,Passenger,0,1,1,76,77,1.30
July 31 2019,Pinellas,FL,Passenger,1,0,1,103,104,0.96
July 31 2019,Polk,FL,Passenger,1,0,1,68,69,1.45
July 31 2019,Santa Rosa,FL,Passenger,1,0,1,96,97,1.03
July 31 2019,Sarasota,FL,Passenger,1,0,1,25,26,3.85
July 31 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
July 31 2019,Volusia,FL,Passenger,0,1,1,36,37,2.70
July 31 2019,DeKalb,GA,Passenger,1,0,1,74,75,1.33
July 31 2019,Fulton,GA,Passenger,0,2,2,99,101,1.98
July 31 2019,Houston,GA,Passenger,1,0,1,55,56,1.79
July 31 2019,Richmond,GA,Passenger,0,1,1,99,100,1.00
July 31 2019,Honolulu,HI,Passenger,3,2,5,486,491,1.02
July 31 2019,Maui,HI,Passenger,1,0,1,42,43,2.33
July 31 2019,Ada,ID,Passenger,0,2,2,294,296,0.68
July 31 2019,Kootenai,ID,Passenger,1,1,2,207,209,0.96
July 31 2019,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
July 31 2019,Cook,IL,Passenger,1,0,1,225,226,0.44
July 31 2019,DuPage,IL,Passenger,3,0,3,53,56,5.36
July 31 2019,Lake,IL,Passenger,1,0,1,174,175,0.57
July 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
July 31 2019,Sangamon,IL,Passenger,1,0,1,7,8,12.50
July 31 2019,St. Clair,IL,Passenger,0,1,1,158,159,0.63
July 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
July 31 2019,Vigo,IN,Passenger,1,0,1,5,6,16.67
July 31 2019,Sedgwick,KS,Passenger,1,0,1,97,98,1.02
July 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
July 31 2019,Caddo,LA,Passenger,0,1,1,22,23,4.35
July 31 2019,Berkshire,MA,Passenger,0,1,1,5,6,16.67
July 31 2019,Franklin,MA,Passenger,0,1,1,1,2,50.00
July 31 2019,Middlesex,MA,Passenger,1,1,2,114,116,1.72
July 31 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
July 31 2019,Norfolk,MA,Passenger,1,0,1,32,33,3.03
July 31 2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44
July 31 2019,Anne Arundel,MD,Passenger,1,2,3,441,444,0.68
July 31 2019,Calvert,MD,Passenger,0,2,2,88,90,2.22
July 31 2019,Charles,MD,Passenger,0,1,1,86,87,1.15
July 31 2019,Frederick,MD,Passenger,2,1,3,83,86,3.49
July 31 2019,Howard,MD,Passenger,0,1,1,73,74,1.35
July 31 2019,Montgomery,MD,Passenger,1,0,1,283,284,0.35
July 31 2019,Prince George's,MD,Passenger,0,1,1,174,175,0.57
July 31 2019,St. Mary's,MD,Passenger,1,0,1,212,213,0.47
July 31 2019,Penobscot,ME,Passenger,0,1,1,15,16,6.25
July 31 2019,Kent,MI,Passenger,0,1,1,21,22,4.55
July 31 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
July 31 2019,Washtenaw,MI,Passenger,1,0,1,35,36,2.78
July 31 2019,Wayne,MI,Passenger,0,1,1,65,66,1.52
July 31 2019,Dakota,MN,Passenger,0,1,1,33,34,2.94
July 31 2019,Hennepin,MN,Passenger,2,1,3,103,106,2.83
July 31 2019,Ramsey,MN,Passenger,1,0,1,36,37,2.70
July 31 2019,Boone,MO,Passenger,0,1,1,9,10,10.00
July 31 2019,Harrison,MS,Passenger,1,0,1,63,64,1.56
July 31 2019,Cascade,MT,Passenger,0,1,1,62,63,1.59
July 31 2019,Flathead,MT,Passenger,1,0,1,57,58,1.72
July 31 2019,Cumberland,NC,Passenger,0,2,2,509,511,0.39
July 31 2019,Harnett,NC,Passenger,0,1,1,214,215,0.47
July 31 2019,Mecklenburg,NC,Passenger,1,0,1,87,88,1.14
July 31 2019,Moore,NC,Passenger,0,1,1,186,187,0.53
July 31 2019,Douglas,NE,Passenger,0,1,1,62,63,1.59
July 31 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
July 31 2019,Bergen,NJ,Passenger,1,0,1,26,27,3.70
July 31 2019,Camden,NJ,Passenger,0,1,1,23,24,4.17
July 31 2019,Chaves,NM,Passenger,1,0,1,7,8,12.50
July 31 2019,Santa Fe,NM,Passenger,0,1,1,36,37,2.70
July 31 2019,Valencia,NM,Passenger,1,0,1,5,6,16.67
July 31 2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
July 31 2019,Clark,NV,Passenger,4,3,7,675,682,1.03
July 31 2019,Washoe,NV,Passenger,2,0,2,97,99,2.02
July 31 2019,Jefferson,NY,Passenger,0,2,2,222,224,0.89
July 31 2019,Nassau,NY,Passenger,3,0,3,37,40,7.50
July 31 2019,Saratoga,NY,Passenger,1,0,1,53,54,1.85
July 31 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
July 31 2019,Oklahoma,OK,Passenger,0,1,1,122,123,0.81
July 31 2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
July 31 2019,Tulsa,OK,Passenger,1,1,2,42,44,4.55
July 31 2019,Clackamas,OR,Passenger,1,1,2,204,206,0.97
July 31 2019,Deschutes,OR,Passenger,2,0,2,148,150,1.33
July 31 2019,Douglas,OR,Passenger,1,0,1,48,49,2.04
July 31 2019,Klamath,OR,Passenger,1,0,1,30,31,3.23
July 31 2019,Marion,OR,Passenger,1,0,1,114,115,0.87
July 31 2019,Multnomah,OR,Passenger,5,6,11,714,725,1.52
July 31 2019,Allegheny,PA,Passenger,1,0,1,72,73,1.37
July 31 2019,Bucks,PA,Passenger,1,0,1,22,23,4.35
July 31 2019,Montgomery,PA,Passenger,2,0,2,31,33,6.06
July 31 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
July 31 2019,Newport,RI,Passenger,1,0,1,88,89,1.12
July 31 2019,Richland,SC,Passenger,0,1,1,161,162,0.62
July 31 2019,Spartanburg,SC,Passenger,0,1,1,32,33,3.03
July 31 2019,Putnam,TN,Passenger,0,1,1,2,3,33.33
July 31 2019,Shelby,TN,Passenger,0,1,1,89,90,1.11
July 31 2019,Bell,TX,Passenger,0,1,1,443,444,0.23
July 31 2019,Bexar,TX,Passenger,3,5,8,633,641,1.25
July 31 2019,Dallas,TX,Passenger,1,0,1,198,199,0.50
July 31 2019,El Paso,TX,Passenger,2,0,2,479,481,0.42
July 31 2019,Guadalupe,TX,Passenger,1,0,1,64,65,1.54
July 31 2019,Harris,TX,Passenger,1,1,2,243,245,0.82
July 31 2019,Hidalgo,TX,Passenger,0,1,1,83,84,1.19
July 31 2019,Montgomery,TX,Passenger,1,0,1,55,56,1.79
July 31 2019,Nueces,TX,Passenger,1,1,2,93,95,2.11
July 31 2019,Tarrant,TX,Passenger,2,0,2,186,188,1.06
July 31 2019,Travis,TX,Passenger,2,1,3,188,191,1.57
July 31 2019,Albemarle,VA,Passenger,1,0,1,23,24,4.17
July 31 2019,Alexandria,VA,Passenger,2,0,2,148,150,1.33
July 31 2019,Arlington,VA,Passenger,0,2,2,158,160,1.25
July 31 2019,Fairfax,VA,Passenger,3,2,5,780,785,0.64
July 31 2019,Goochland,VA,Passenger,1,1,2,236,238,0.84
July 31 2019,Loudoun,VA,Passenger,1,0,1,91,92,1.09
July 31 2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
July 31 2019,Norfolk,VA,Passenger,2,1,3,352,355,0.85
July 31 2019,Portsmouth,VA,Passenger,0,1,1,66,67,1.49
July 31 2019,Powhatan,VA,Passenger,1,0,1,0,1,100.00
July 31 2019,Prince William,VA,Passenger,1,3,4,247,251,1.59
July 31 2019,Virginia Beach,VA,Passenger,1,0,1,693,694,0.14
July 31 2019,Adams,WA,Truck,0,0,0,5132,5132,0.00
July 31 2019,Adams,WA,Passenger,5,6,11,12835,12846,0.09
July 31 2019,Asotin,WA,Truck,0,0,0,6665,6665,0.00
July 31 2019,Asotin,WA,Passenger,12,8,20,12661,12681,0.16
July 31 2019,Benton,WA,Passenger,270,290,560,134192,134752,0.42
July 31 2019,Benton,WA,Truck,0,0,0,42076,42076,0.00
July 31 2019,Chelan,WA,Truck,0,0,0,22353,22353,0.00
July 31 2019,Chelan,WA,Passenger,161,68,229,54441,54670,0.42
July 31 2019,Clallam,WA,Truck,1,0,1,21814,21815,0.00
July 31 2019,Clallam,WA,Passenger,177,145,322,50655,50977,0.63
July 31 2019,Clark,WA,Truck,0,0,0,80625,80625,0.00
July 31 2019,Clark,WA,Passenger,1590,947,2537,314970,317507,0.80
July 31 2019,Columbia,WA,Passenger,2,2,4,2453,2457,0.16
July 31 2019,Columbia,WA,Truck,0,0,0,1530,1530,0.00
July 31 2019,Cowlitz,WA,Truck,0,0,0,28878,28878,0.00
July 31 2019,Cowlitz,WA,Passenger,106,107,213,73155,73368,0.29
July 31 2019,Douglas,WA,Passenger,60,37,97,28082,28179,0.34
July 31 2019,Douglas,WA,Truck,0,0,0,12222,12222,0.00
July 31 2019,Ferry,WA,Truck,0,0,0,3581,3581,0.00
July 31 2019,Ferry,WA,Passenger,5,2,7,4400,4407,0.16
July 31 2019,Franklin,WA,Truck,0,0,0,19370,19370,0.00
July 31 2019,Franklin,WA,Passenger,53,71,124,60162,60286,0.21
July 31 2019,Garfield,WA,Passenger,1,1,2,1300,1302,0.15
July 31 2019,Garfield,WA,Truck,0,0,0,961,961,0.00
July 31 2019,Grant,WA,Passenger,43,61,104,65035,65139,0.16
July 31 2019,Grant,WA,Truck,0,0,0,26712,26712,0.00
July 31 2019,Grays Harbor,WA,Passenger,82,85,167,48008,48175,0.35
July 31 2019,Grays Harbor,WA,Truck,0,0,0,20539,20539,0.00
July 31 2019,Island,WA,Passenger,326,243,569,63539,64108,0.89
July 31 2019,Island,WA,Truck,0,0,0,21325,21325,0.00
July 31 2019,Jefferson,WA,Passenger,202,118,320,25085,25405,1.26
July 31 2019,Jefferson,WA,Truck,0,0,0,9686,9686,0.00
July 31 2019,King,WA,Passenger,19637,7122,26759,1391833,1418592,1.89
July 31 2019,King,WA,Truck,5,1,6,182325,182331,0.00
July 31 2019,Kitsap,WA,Passenger,1094,628,1722,181351,183073,0.94
July 31 2019,Kitsap,WA,Truck,1,0,1,54160,54161,0.00
July 31 2019,Kittitas,WA,Truck,0,0,0,14488,14488,0.00
July 31 2019,Kittitas,WA,Passenger,79,41,120,29687,29807,0.40
July 31 2019,Klickitat,WA,Passenger,35,33,68,15586,15654,0.43
July 31 2019,Klickitat,WA,Truck,0,0,0,8256,8256,0.00
July 31 2019,Lewis,WA,Truck,0,0,0,25971,25971,0.00
July 31 2019,Lewis,WA,Passenger,100,96,196,59373,59569,0.33
July 31 2019,Lincoln,WA,Passenger,2,10,12,7799,7811,0.15
July 31 2019,Lincoln,WA,Truck,0,0,0,4682,4682,0.00
July 31 2019,Mason,WA,Truck,0,0,0,20412,20412,0.00
July 31 2019,Mason,WA,Passenger,127,122,249,47336,47585,0.52
July 31 2019,Okanogan,WA,Truck,0,0,0,16498,16498,0.00
July 31 2019,Okanogan,WA,Passenger,23,26,49,26128,26177,0.19
July 31 2019,Pacific,WA,Passenger,24,30,54,16033,16087,0.34
July 31 2019,Pacific,WA,Truck,0,0,0,7671,7671,0.00
July 31 2019,Pend Oreille,WA,Passenger,4,6,10,9541,9551,0.10
July 31 2019,Pend Oreille,WA,Truck,0,0,0,5728,5728,0.00
July 31 2019,Pierce,WA,Truck,0,0,0,140079,140079,0.00
July 31 2019,Pierce,WA,Passenger,1877,1569,3446,544669,548115,0.63
July 31 2019,San Juan,WA,Truck,0,0,0,5894,5894,0.00
July 31 2019,San Juan,WA,Passenger,220,72,292,14448,14740,1.98
July 31 2019,Skagit,WA,Passenger,307,210,517,92238,92755,0.56
July 31 2019,Skagit,WA,Truck,1,0,1,32535,32536,0.00
July 31 2019,Skamania,WA,Passenger,25,18,43,8743,8786,0.49
July 31 2019,Skamania,WA,Truck,0,0,0,4065,4065,0.00
July 31 2019,Snohomish,WA,Truck,0,0,0,122650,122650,0.00
July 31 2019,Snohomish,WA,Passenger,3561,1620,5181,532911,538092,0.96
July 31 2019,Spokane,WA,Truck,1,0,1,95274,95275,0.00
July 31 2019,Spokane,WA,Passenger,557,433,990,312827,313817,0.32
July 31 2019,Stevens,WA,Truck,0,0,0,18702,18702,0.00
July 31 2019,Stevens,WA,Passenger,19,30,49,31723,31772,0.15
July 31 2019,Thurston,WA,Passenger,906,653,1559,198297,199856,0.78
July 31 2019,Thurston,WA,Truck,0,0,0,55292,55292,0.00
July 31 2019,Wahkiakum,WA,Passenger,2,2,4,3008,3012,0.13
July 31 2019,Wahkiakum,WA,Truck,0,0,0,1763,1763,0.00
July 31 2019,Walla Walla,WA,Truck,0,0,0,13621,13621,0.00
July 31 2019,Walla Walla,WA,Passenger,52,61,113,36228,36341,0.31
July 31 2019,Whatcom,WA,Passenger,886,436,1322,151172,152494,0.87
July 31 2019,Whatcom,WA,Truck,2,0,2,42944,42946,0.00
July 31 2019,Whitman,WA,Truck,0,0,0,8634,8634,0.00
July 31 2019,Whitman,WA,Passenger,33,45,78,22723,22801,0.34
July 31 2019,Yakima,WA,Passenger,109,107,216,165424,165640,0.13
July 31 2019,Yakima,WA,Truck,0,0,0,59264,59264,0.00
July 31 2019,,,Passenger,2,0,2,305,307,0.65
August 31 2019,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
August 31 2019,Juneau,AK,Passenger,0,2,2,30,32,6.25
August 31 2019,Dale,AL,Passenger,0,1,1,58,59,1.69
August 31 2019,Montgomery,AL,Passenger,0,1,1,39,40,2.50
August 31 2019,Cochise,AZ,Passenger,0,1,1,113,114,0.88
August 31 2019,Maricopa,AZ,Passenger,7,5,12,1418,1430,0.84
August 31 2019,Pima,AZ,Passenger,1,1,2,374,376,0.53
August 31 2019,Pinal,AZ,Passenger,2,0,2,173,175,1.14
August 31 2019,Alameda,CA,Passenger,4,1,5,284,289,1.73
August 31 2019,Contra Costa,CA,Passenger,2,2,4,399,403,0.99
August 31 2019,Fresno,CA,Passenger,1,0,1,195,196,0.51
August 31 2019,Kern,CA,Passenger,0,1,1,226,227,0.44
August 31 2019,Los Angeles,CA,Passenger,7,6,13,1080,1093,1.19
August 31 2019,Orange,CA,Passenger,5,3,8,516,524,1.53
August 31 2019,Riverside,CA,Passenger,2,2,4,637,641,0.62
August 31 2019,San Diego,CA,Passenger,11,4,15,2778,2793,0.54
August 31 2019,San Francisco,CA,Passenger,2,1,3,102,105,2.86
August 31 2019,San Mateo,CA,Passenger,2,1,3,116,119,2.52
August 31 2019,Santa Clara,CA,Passenger,3,2,5,355,360,1.39
August 31 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
August 31 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
August 31 2019,Solano,CA,Passenger,1,0,1,211,212,0.47
August 31 2019,Tuolumne,CA,Passenger,0,1,1,9,10,10.00
August 31 2019,Ventura,CA,Passenger,0,2,2,310,312,0.64
August 31 2019,Denver,CO,Passenger,1,0,1,126,127,0.79
August 31 2019,El Paso,CO,Passenger,2,1,3,722,725,0.41
August 31 2019,Jefferson,CO,Passenger,0,2,2,62,64,3.12
August 31 2019,Larimer,CO,Passenger,1,0,1,55,56,1.79
August 31 2019,New Haven,CT,Passenger,0,2,2,48,50,4.00
August 31 2019,New London,CT,Passenger,0,2,2,258,260,0.77
August 31 2019,District of Columbia,DC,Passenger,1,3,4,209,213,1.88
August 31 2019,Brevard,FL,Passenger,0,1,1,77,78,1.28
August 31 2019,Broward,FL,Passenger,1,1,2,123,125,1.60
August 31 2019,Clay,FL,Passenger,0,1,1,82,83,1.20
August 31 2019,Duval,FL,Passenger,1,1,2,367,369,0.54
August 31 2019,Lake,FL,Passenger,1,0,1,16,17,5.88
August 31 2019,Manatee,FL,Passenger,1,0,1,33,34,2.94
August 31 2019,Osceola,FL,Passenger,1,0,1,39,40,2.50
August 31 2019,Palm Beach,FL,Passenger,0,1,1,77,78,1.28
August 31 2019,Pinellas,FL,Passenger,1,1,2,106,108,1.85
August 31 2019,Polk,FL,Passenger,1,0,1,70,71,1.41
August 31 2019,Santa Rosa,FL,Passenger,1,0,1,93,94,1.06
August 31 2019,Sarasota,FL,Passenger,1,0,1,28,29,3.45
August 31 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
August 31 2019,Volusia,FL,Passenger,0,1,1,36,37,2.70
August 31 2019,DeKalb,GA,Passenger,1,0,1,75,76,1.32
August 31 2019,Fulton,GA,Passenger,0,2,2,99,101,1.98
August 31 2019,Houston,GA,Passenger,1,0,1,55,56,1.79
August 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
August 31 2019,Richmond,GA,Passenger,0,1,1,100,101,0.99
August 31 2019,Honolulu,HI,Passenger,4,1,5,480,485,1.03
August 31 2019,Maui,HI,Passenger,1,0,1,40,41,2.44
August 31 2019,Ada,ID,Passenger,0,2,2,292,294,0.68
August 31 2019,Kootenai,ID,Passenger,1,1,2,206,208,0.96
August 31 2019,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
August 31 2019,Cook,IL,Passenger,1,0,1,223,224,0.45
August 31 2019,DuPage,IL,Passenger,3,0,3,55,58,5.17
August 31 2019,Lake,IL,Passenger,1,0,1,173,174,0.57
August 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
August 31 2019,Sangamon,IL,Passenger,1,0,1,7,8,12.50
August 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
August 31 2019,Vigo,IN,Passenger,1,0,1,5,6,16.67
August 31 2019,Sedgwick,KS,Passenger,1,0,1,96,97,1.03
August 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
August 31 2019,Caddo,LA,Passenger,0,1,1,20,21,4.76
August 31 2019,Berkshire,MA,Passenger,0,1,1,5,6,16.67
August 31 2019,Franklin,MA,Passenger,0,1,1,1,2,50.00
August 31 2019,Middlesex,MA,Passenger,1,1,2,113,115,1.74
August 31 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
August 31 2019,Norfolk,MA,Passenger,1,0,1,32,33,3.03
August 31 2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44
August 31 2019,Anne Arundel,MD,Passenger,1,2,3,439,442,0.68
August 31 2019,Calvert,MD,Passenger,0,2,2,88,90,2.22
August 31 2019,Charles,MD,Passenger,0,1,1,84,85,1.18
August 31 2019,Frederick,MD,Passenger,2,1,3,83,86,3.49
August 31 2019,Howard,MD,Passenger,0,1,1,73,74,1.35
August 31 2019,Prince George's,MD,Passenger,0,1,1,175,176,0.57
August 31 2019,St. Mary's,MD,Passenger,1,0,1,212,213,0.47
August 31 2019,Penobscot,ME,Passenger,0,1,1,15,16,6.25
August 31 2019,Kent,MI,Passenger,0,1,1,23,24,4.17
August 31 2019,Saginaw,MI,Passenger,1,0,1,13,14,7.14
August 31 2019,Washtenaw,MI,Passenger,1,0,1,35,36,2.78
August 31 2019,Wayne,MI,Passenger,0,1,1,63,64,1.56
August 31 2019,Dakota,MN,Passenger,0,1,1,34,35,2.86
August 31 2019,Hennepin,MN,Passenger,3,1,4,104,108,3.70
August 31 2019,Ramsey,MN,Passenger,1,0,1,35,36,2.78
August 31 2019,Boone,MO,Passenger,0,1,1,9,10,10.00
August 31 2019,Greene,MO,Passenger,0,1,1,27,28,3.57
August 31 2019,Harrison,MS,Passenger,1,0,1,63,64,1.56
August 31 2019,Cascade,MT,Passenger,0,1,1,61,62,1.61
August 31 2019,Flathead,MT,Passenger,1,0,1,60,61,1.64
August 31 2019,Cumberland,NC,Passenger,0,2,2,504,506,0.40
August 31 2019,Harnett,NC,Passenger,0,1,1,211,212,0.47
August 31 2019,Moore,NC,Passenger,0,1,1,186,187,0.53
August 31 2019,Douglas,NE,Passenger,0,1,1,60,61,1.64
August 31 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
August 31 2019,Bergen,NJ,Passenger,1,0,1,26,27,3.70
August 31 2019,Camden,NJ,Passenger,0,1,1,22,23,4.35
August 31 2019,Chaves,NM,Passenger,1,0,1,8,9,11.11
August 31 2019,Santa Fe,NM,Passenger,0,1,1,36,37,2.70
August 31 2019,Valencia,NM,Passenger,1,0,1,5,6,16.67
August 31 2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
August 31 2019,Clark,NV,Passenger,4,3,7,675,682,1.03
August 31 2019,Washoe,NV,Passenger,2,0,2,95,97,2.06
August 31 2019,Jefferson,NY,Passenger,0,2,2,224,226,0.88
August 31 2019,Nassau,NY,Passenger,3,0,3,37,40,7.50
August 31 2019,Saratoga,NY,Passenger,1,0,1,51,52,1.92
August 31 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
August 31 2019,Oklahoma,OK,Passenger,0,1,1,121,122,0.82
August 31 2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
August 31 2019,Tulsa,OK,Passenger,1,1,2,44,46,4.35
August 31 2019,Clackamas,OR,Passenger,1,1,2,205,207,0.97
